# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
45200 -13206.9 307.97 -650.856
45300 -13185.7 299.755 -1099.66
45400 -13186 299.856 -3553.67
45500 -13194 302.978 -426.147
45600 -13195.9 303.704 -2278.07
45700 -13191.8 302.112 -2689.33
45800 -13203.5 306.643 -1292.06
45900 -13210.6 309.383 -1840.06
46000 -13209 308.774 -1635.19
46100 -13193.9 302.899 -2131.95
46200 -13206.3 307.701 -1788.81
46300 -13218.3 312.35 -780.735
46400 -13210.1 309.191 -1376.76
46500 -13200.4 305.439 -2442.92
46600 -13198.9 304.86 -584.856
46700 -13196.1 303.794 -1461.15
46800 -13189.5 301.236 -3363.51
46900 -13196.1 303.8 -613.177
47000 -13196 303.753 -2047.39
47100 -13184.6 299.329 -2442
47200 -13204.1 306.883 -397.402
47300 -13195.4 303.515 -1725.7
47400 -13199.2 305.029 -1521.64
47500 -13190.4 301.614 -1068.77
47600 -13206 307.639 -1889.6
47700 -13210.1 309.214 -652.01
47800 -13212.7 310.225 -296.392
47900 -13188.6 300.866 -1608.92
48000 -13208.8 308.694 -772.342
48100 -13213.2 310.398 -485.501
48200 -13209 308.771 -1640.5
48300 -13208.3 308.514 -899.787
48400 -13201.5 305.914 -1266.15
48500 -13193.7 302.852 -2484.37
48600 -13214.4 310.878 -2405.31
48700 -13203.2 306.533 -695.554
48800 -13206.8 307.952 -1396.36
48900 -13202.9 306.439 -1463
49000 -13210.3 309.317 -1814.62
49100 -13207.7 308.329 -2186.83
49200 -13209.6 309.028 594.297
49300 -13203.5 306.686 -2070.33
49400 -13194.7 303.265 -1676.82
49500 -13214.2 310.827 -497.825
49600 -13201.4 305.853 -1812.31
49700 -13203.8 306.763 -2976.27
49800 -13204.6 307.056 -952.529
49900 -13203.7 306.757 -1546.51
50000 -13190.7 301.694 -2657.44
50100 -13190.6 301.694 -2318.4
50200 -13199.9 305.254 -2699.25
50300 -13202.3 306.18 -1608.74
50400 -13198.3 304.644 -1792.12
50500 -13195.6 303.577 -2506.17
50600 -13196.6 304.007 -1935.55
50700 -13192.5 302.377 -1678.39
